2025-01-26 23:04:49,155 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-01-26 23:04:49,187 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-01-26 23:04:49,187 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-01-26 23:04:49,188 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-01-26 23:04:49,189 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-01-26 23:04:49,189 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-01-26 23:04:49,190 INFO  SwAddin.cs: 201 - Setting up command manager
2025-01-26 23:04:49,190 INFO  SwAddin.cs: 204 - Adding command manager
2025-01-26 23:04:49,192 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-01-26 23:04:49,193 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-01-26 23:04:49,194 INFO  SwAddin.cs: 210 - Adding event handlers
2025-01-26 23:04:49,327 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-01-27 00:19:10,500 INFO  SwAddin.cs: 294 - Assembly export called for file 总装配体-串联马
2025-01-27 00:19:10,503 INFO  SwAddin.cs: 299 - Save is required
2025-01-27 00:19:10,503 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-27 00:19:15,275 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-27 00:19:15,288 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装配体-串联马
2025-01-27 00:19:15,321 INFO  ExportHelperExtension.cs: 1136 - Found 76 in 总装配体-串联马
2025-01-27 00:19:15,322 INFO  ExportHelperExtension.cs: 1145 - Found 12 features of type [CoordSys] in 总装配体-串联马
2025-01-27 00:19:15,322 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-27 00:19:15,323 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2025-01-27 00:19:15,324 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-左前-1
2025-01-27 00:19:15,325 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-左前-1
2025-01-27 00:19:15,326 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-左前-1
2025-01-27 00:19:15,326 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-右后-1
2025-01-27 00:19:15,327 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右后-1
2025-01-27 00:19:15,327 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-右后-1
2025-01-27 00:19:15,327 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-右前-1
2025-01-27 00:19:15,329 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右前-1
2025-01-27 00:19:15,329 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-右前-1
2025-01-27 00:19:15,330 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-左后-1
2025-01-27 00:19:15,331 INFO  ExportHelperExtension.cs: 1136 - Found 102 in 装配体-腿部-左后-1
2025-01-27 00:19:15,331 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-左后-1
2025-01-27 00:19:15,332 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装配体-串联马
2025-01-27 00:19:15,332 INFO  ExportHelperExtension.cs: 1136 - Found 76 in 总装配体-串联马
2025-01-27 00:19:15,333 INFO  ExportHelperExtension.cs: 1145 - Found 12 features of type [RefAxis] in 总装配体-串联马
2025-01-27 00:19:15,333 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-27 00:19:15,333 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2025-01-27 00:19:15,334 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-左前-1
2025-01-27 00:19:15,334 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-左前-1
2025-01-27 00:19:15,335 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-左前-1
2025-01-27 00:19:15,335 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-右后-1
2025-01-27 00:19:15,335 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右后-1
2025-01-27 00:19:15,336 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-右后-1
2025-01-27 00:19:15,336 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-右前-1
2025-01-27 00:19:15,336 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右前-1
2025-01-27 00:19:15,337 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-右前-1
2025-01-27 00:19:15,337 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-左后-1
2025-01-27 00:19:15,338 INFO  ExportHelperExtension.cs: 1136 - Found 102 in 装配体-腿部-左后-1
2025-01-27 00:19:15,338 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-左后-1
2025-01-27 00:19:16,240 INFO  SwAddin.cs: 339 - Loading config tree
2025-01-27 00:19:16,243 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-01-27 00:19:16,247 INFO  SwAddin.cs: 344 - Showing property manager
2025-01-27 00:19:32,529 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2025-01-27 00:19:32,619 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:19:42,436 INFO  SwAddin.cs: 294 - Assembly export called for file 总装配体-串联马
2025-01-27 00:19:46,000 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-27 00:19:47,904 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-27 00:19:47,905 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装配体-串联马
2025-01-27 00:19:47,906 INFO  ExportHelperExtension.cs: 1136 - Found 76 in 总装配体-串联马
2025-01-27 00:19:47,906 INFO  ExportHelperExtension.cs: 1145 - Found 12 features of type [CoordSys] in 总装配体-串联马
2025-01-27 00:19:47,906 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-27 00:19:47,907 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2025-01-27 00:19:47,907 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-左前-1
2025-01-27 00:19:47,907 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-左前-1
2025-01-27 00:19:47,908 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-左前-1
2025-01-27 00:19:47,908 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-右后-1
2025-01-27 00:19:47,909 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右后-1
2025-01-27 00:19:47,909 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-右后-1
2025-01-27 00:19:47,909 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-右前-1
2025-01-27 00:19:47,910 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右前-1
2025-01-27 00:19:47,910 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-右前-1
2025-01-27 00:19:47,911 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体-腿部-左后-1
2025-01-27 00:19:47,911 INFO  ExportHelperExtension.cs: 1136 - Found 102 in 装配体-腿部-左后-1
2025-01-27 00:19:47,912 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体-腿部-左后-1
2025-01-27 00:19:47,912 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装配体-串联马
2025-01-27 00:19:47,912 INFO  ExportHelperExtension.cs: 1136 - Found 76 in 总装配体-串联马
2025-01-27 00:19:47,913 INFO  ExportHelperExtension.cs: 1145 - Found 12 features of type [RefAxis] in 总装配体-串联马
2025-01-27 00:19:47,913 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-27 00:19:47,913 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2025-01-27 00:19:47,914 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-左前-1
2025-01-27 00:19:47,914 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-左前-1
2025-01-27 00:19:47,915 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-左前-1
2025-01-27 00:19:47,915 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-右后-1
2025-01-27 00:19:47,915 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右后-1
2025-01-27 00:19:47,916 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-右后-1
2025-01-27 00:19:47,916 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-右前-1
2025-01-27 00:19:47,916 INFO  ExportHelperExtension.cs: 1136 - Found 100 in 装配体-腿部-右前-1
2025-01-27 00:19:47,917 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-右前-1
2025-01-27 00:19:47,917 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体-腿部-左后-1
2025-01-27 00:19:47,918 INFO  ExportHelperExtension.cs: 1136 - Found 102 in 装配体-腿部-左后-1
2025-01-27 00:19:47,918 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体-腿部-左后-1
2025-01-27 00:19:48,019 INFO  SwAddin.cs: 339 - Loading config tree
2025-01-27 00:19:48,020 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-01-27 00:19:48,023 INFO  SwAddin.cs: 344 - Showing property manager
2025-01-27 00:22:03,306 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:22:03,643 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:22:03,906 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:22:03,946 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:23:05,988 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:23:09,061 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:23:12,938 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:24:47,011 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:25:15,281 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:25:16,977 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:26:55,618 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:27:13,475 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:27:16,439 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:27:18,836 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:27:55,404 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:28:23,155 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:28:44,568 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:29:29,645 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:29:33,424 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:30:06,216 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:30:07,887 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:30:31,829 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:30:33,827 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:30:56,102 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:32:16,587 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:32:34,985 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:32:36,678 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:32:39,760 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:32:41,504 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:33:08,176 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:33:25,680 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:44:00,127 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:44:31,770 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:44:36,433 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:44:39,382 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:44:48,054 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:45:21,465 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:45:46,955 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:45:49,533 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:46:51,535 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:46:52,978 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:47:08,297 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:47:10,751 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:47:12,591 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:47:34,450 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:49:40,977 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:50:08,447 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:50:11,859 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:50:13,671 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:50:39,387 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:50:59,482 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:51:01,363 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:51:03,536 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:51:57,235 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:52:11,690 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-01-27 00:52:13,961 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
